Rank,Institution,Type,City,Website,Deposits,Assets,Biz card?,Card link,0% intro,Terms,Underwriter,UW evidence,Apply,Apply link,Bureau (quick),No-doc (quick),ChexSystems,EWS,LexisNexis/SageStream,Other secondary,Live-check note,Sources,Screen date
300,KAIPERM FEDERAL CREDIT UNION,Credit Union,Walnut Creek,https://www.kaipermcu.org,99122,108993,NO,,—,Consumer Visa cards only (low rate + cash back; no AF); Kaiser Permanente employee SEG; no business products found in nav or site search,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.kaipermcu.org/loans/visa-credit-cards/,2026-06-11
301,FIRST CALIFORNIA FEDERAL CREDIT UNION,Credit Union,Fresno,https://www.firstcalfcu.org,98476,109872,NO,,—,Visa Classic and Share Secured (personal) cards only; no business credit card found,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.firstcalfcu.org/loans/visa-credit-cards,2026-06-11
302,SANTA ANA FEDERAL CREDIT UNION,Credit Union,Santa Ana,https://www.safcu.org,96984,112516,NO,,—,Personal Visa Classic/Platinum/Share-Secured only; no business card,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.safcu.org/credit-cards,2026-06-11
303,UNITED LOCAL CREDIT UNION,Credit Union,Fresno,https://www.unitedlocal.org,96434,121096,NO,,—,Personal VISA only; no business accounts or business card on site,—,[raw: N/A],N/A,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.unitedlocal.org/,2026-06-11
304,LASSEN COUNTY FEDERAL CREDIT UNION,Credit Union,Susanville,https://lassencreditunion.com,94778,109310,NO,,—,Consumer Visa only on /visa-loans; no business products surfaced (site fetch blocked - search-based),—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://lassencreditunion.com/visa-loans/,2026-06-11
305,MARIN COUNTY FEDERAL CREDIT UNION,Credit Union,San Rafael,https://www.marincu.org,90246,102202,NO,,—,,—,Consumer Visa (12.4% APR) and Secured Visa only; no business banking on site,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.marincu.org/loans/credit-cards/,2026-06-11
306,SEA AIR FEDERAL CREDIT UNION,Credit Union,Seal Beach,https://www.seaairfcu.org/,90009,118186,NO,,—,Business savings/checking offered but single consumer VisaCard only; no business credit card,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.seaairfcu.org/,2026-06-11
307,GLENDALE FEDERAL CREDIT UNION,Credit Union,Glendale,https://www.glendalefcu.org,89561,102411,NO,,—,Single consumer Mastercard (as low as 9.95% APR; no AF; no BT fee); no business card or business accounts on site,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.glendalefcu.org/loans-credit/credit-cards.html,2026-06-11
308,UNION YES FEDERAL CREDIT UNION,Credit Union,Orange,https://uyfcu.org,88178,96921,NO,,—,"Personal Preferred VISA only (14.5% APR, no annual fee, limits to $15k); no business credit card found",—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://uyfcu.org/credit-card/,2026-06-11
309,EASTERN INTERNATIONAL BANK,Bank,Los Angeles,https://www.eibankca.com,86621,124212,NO,—,—,Live site: CRE-focused lending (apartments/office/retail/hospitality/mixed-use); only card = VISA Debit Card ('works like a credit card... makes shopping easier'),—,Live nav/product crawl: no credit card product [raw: None],No,—,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS,https://www.eibankca.com,2026-06-11
310,COUNTY SCHOOLS FEDERAL CREDIT UNION,Credit Union,Ventura,https://csfcu.org,83564,91466,NO,,—,Personal Visa only; no business accounts or business card on site,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://csfcu.org/,2026-06-11
311,"CALIFORNIA INTERNATIONAL BANK, N.A.",Bank,Westminster,https://www.cali.bank,80882,95231,NO,,—,Personal/business checking + savings + SBA loans + payment processing (Autobooks) + ATM/debit; no credit cards,—,Live nav: 'ATM & Debit Cards' only; no credit card products [raw: N/M],N/M,,N/M,N/M,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS (no card; ATM/debit + SBA/commercial),https://www.cali.bank,2026-06-11
312,UPWARD CREDIT UNION,Credit Union,Burlingame,https://upwardcu.org,80547,93701,NO,,—,Personal VISA Gold/Classic/youth/Share-Secured only; no business card found,—,[raw: N/A],N/A,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://upwardcu.org/borrow/credit-cards/,2026-06-11
313,MCKESSON & HEALTHCARE PROVIDERS FEDERAL CREDIT UNION,Credit Union,Martinez,https://www.mahpfcu.org,80193,93290,NO,,—,Consumer Visa Platinum/Secured Visa only; no business products surfaced (site fetch blocked - search-based),—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.mahpfcu.org/loans/visa-credit-cards,2026-06-11
314,DESERT VALLEYS FEDERAL CREDIT UNION,Credit Union,Ridgecrest,https://www.desertvalleys.org,80183,89436,UNCLEAR,,—,,UNKNOWN,Site is JS-rendered (content not fetchable); no business card evidence found in search index,UNKNOWN,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.desertvalleys.org/,2026-06-11
315,VA DESERT PACIFIC FEDERAL CREDIT UNION,Credit Union,Long Beach,https://www.vadpfcu.org/,77765,98985,NO,,—,No business banking or business credit card on site,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.vadpfcu.org/,2026-06-11
316,VISION ONE CREDIT UNION,Credit Union,Sacramento,https://www.visionone.org,76400,91602,UNCLEAR,,—,Business-focused CU for optometrists (practice loans/20-20 Business Checking); site has 'Credit Card Account Access' login but no public card product page; merchant services + debit only on visible pages,UNKNOWN,No card product page or issuer markers found on site,UNKNOWN,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.visionone.org/ | https://www.visionone.org/deposit-solutions/checking,2026-06-11
317,VALLEY OAK CREDIT UNION,Credit Union,Three Rivers,https://www.valleyoak.org,76337,82304,NO,,—,Personal Visa Classic / Secured Visa only (as low as 8.49% APR); no business banking section,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.valleyoak.org/,2026-06-11
318,CAL STATE L.A. FEDERAL CREDIT UNION,Credit Union,Los Angeles,https://www.calstatela-fcu.org,72351,79905,NO,,—,Personal VISA Classic/Secured only; no business card,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.calstatela-fcu.org/loans/visa-credit-card,2026-06-11
319,TUSTIN COMMUNITY BANK,Bank,Tustin,https://www.tustin.bank,71352,86207,NO,,—,"Products-services page: business/professional/CRE loans, savings, cash mgmt — NO credit cards listed (yellowpages 'loans and credit cards' boilerplate not corroborated on-site)",—,n/a — no card program found live; prior FDIC LNCRCD=$0 across 4 quarters [raw: UNKNOWN],n/a,,Prior mentor 'Experian' DP remains uncorroborated,n/a,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS-PRIOR (re-confirmed no card),https://tustin.bank/products-services,2026-06-11
320,SONOMA FEDERAL CREDIT UNION,Credit Union,Santa Rosa,https://www.sonomafed.com,69518,80093,NO,,—,No credit cards (personal or business) found on site; consumer deposits/auto/home loans only,—,[raw: N/A],N/A,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.sonomafed.com/,2026-06-11
321,CALIFORNIA COMMUNITY CREDIT UNION,Credit Union,Sacramento,https://www.caccu.org,69035,79918,YES,https://www.caccu.org/loans/visa/,No - rate as low as 11.90% APR,Business VISA Platinum; no annual fee; limits $500-$15K; 25-day grace; rate tiers A-E,SELF,Own-domain card page w/ own rate tiers; ScoreCard Rewards platform; no Elan/TCM refs,UNKNOWN,https://www.caccu.org/loans/visa/,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.caccu.org/loans/visa/,2026-06-11
322,BAY CITIES CREDIT UNION,Credit Union,Hayward,https://www.baycities.org,68941,78848,NO,,—,,—,Consumer Visa only; no business accounts (only employer-group membership page),—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.baycities.org/,2026-06-11
323,POSTCITY FINANCIAL CREDIT UNION,Credit Union,Long Beach,https://www.postcitycu.org/,68686,78185,NO,,—,Consumer-only (postal employees); no business products,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.postcitycu.org/,2026-06-11
324,NIKKEI CREDIT UNION,Credit Union,Gardena,https://www.nikkeicu.org,68574,80586,NO,,—,Consumer Visa credit cards only; no business accounts on site,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.nikkeicu.org/,2026-06-11
325,CALCOM FEDERAL CREDIT UNION,Credit Union,Long Beach,https://www.calcomfcu.org,68281,82609,NO,,—,Business accounts offered but only personal credit cards (serviced via ezcardinfo.com); no business credit card,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.calcomfcu.org/,2026-06-11
326,UNIVERSAL CITY STUDIOS CREDIT UNION,Credit Union,Burbank,https://www.ucscu.org,65895,71840,NO,,—,Personal Visa Platinum/Celebrity/Red Carpet Rewards only; no business accounts or card,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.ucscu.org/,2026-06-11
327,POLAM FEDERAL CREDIT UNION,Credit Union,Los Angeles,https://polam.org,65887,73433,NO,,—,Personal Visa credit card only; no business banking section,—,[raw: N/A],N/A,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://polam.org/,2026-06-11
328,MODESTO'S FIRST FEDERAL CREDIT UNION,Credit Union,Modesto,https://www.m1fcu.org,65540,72168,NO,,—,Consumer Platinum Visa only; no business banking,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.m1fcu.org/modesto-credit-card,2026-06-11
329,POLAM FEDERAL CREDIT UNION,Credit Union,Redwood City,https://polamfcu.com,63342,73625,YES,https://polamfcu.com/business/business-credit-debit-card/,Not advertised,Business Visa; $20 annual service fee; purchase reward + cash-back programs; no cash advance fee; 1% FX fee,UNKNOWN,No issuer/processor identified on page; applies via external lending portal,Online,https://polamfcu.com/business/business-credit-debit-card/,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://polamfcu.com/business/business-credit-debit-card/,2026-06-11
330,SHELL WESTERN STATES FEDERAL CREDIT UNION,Credit Union,Martinez,https://swsfcu.org/,61674,69331,NO,,—,Personal Visa tiers only (Platinum/Gold/Classic/Credit Builder); no business products,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://swsfcu.org/visa-credit-card,2026-06-11
331,OLIVE VIEW EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Sylmar,https://oliveviewfcu.net,60690,75226,NO,,—,Healthcare-employee SEG; consumer Visa + checking/savings only; no business accounts/cards found in site or search; main site blocked direct fetch (403),—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://oliveviewfcu.net/ | https://www.creditunionsonline.com/credit-union-7475.html,2026-06-11
332,Monet Bank,Out-of-state bank with CA branches (SOD),Plano,https://www.monet.bank,60278,3168602,NO,,—,"Product set = CDs + money market + savings ONLY; ""no mention of credit cards or lines of credit""",—,Deposit-only bank; zero credit products,No,,—,Not applicable,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),LIVE-CONFIRMS (CDs/MMA/savings only - exact match to 2026-06-10 prior),https://www.monet.bank/,2026-06-11
333,DELTA SCHOOLS FEDERAL CREDIT UNION,Credit Union,Antioch,https://deltaschoolsfcu.org,58718,65943,NO,,—,Single personal VISA (as low as 9.90% APR); no business banking section,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://deltaschoolsfcu.org/visa/,2026-06-11
334,ROLLING F CREDIT UNION,Credit Union,Turlock,https://rollingf.org,58241,65939,NO,,—,No credit card products at all on site; business accounts in nav but deposit-only,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://rollingf.org/,2026-06-11
335,TECHNICOLOR FEDERAL CREDIT UNION,Credit Union,Burbank,https://www.technicolorfcu.org,57935,84894,NO,,—,Personal credit cards only (no product detail); no business banking,—,[raw: N/A],N/A,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.technicolorfcu.org/,2026-06-11
336,CALIFORNIA PACIFIC BANK,Bank,San Francisco,https://www.calpacificbank.com,57857,100924,NO,,NO,Merchant-banking relationship bank for SMBs (loans + account services); no credit card anywhere on site,—,n/a - no card program [raw: UNKNOWN],No,,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS (no card; relationship merchant/commercial bank),https://www.calpacificbank.com/,2026-06-11
337,ESCONDIDO FEDERAL CREDIT UNION,Credit Union,Escondido,https://www.escondidofcu.org,57125,66214,NO,,—,Consumer MasterCard only; small SEG CU (City of Escondido employees),—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.escondidofcu.org/loans/credit-card.shtml,2026-06-11
338,HATCH BANK,Industrial Loan Company,San Marcos,https://www.hatchbank.com,57074,186754,NO,,—,BaaS sponsor bank ('launch credit products faster' for fintechs); credit/debit/commercial card programs offered THROUGH partners (Wisetack/Sungage/Mercantile etc.); no direct-to-business card,—,Site positions all card programs as partner infrastructure not direct issuance [raw: NONE],—,,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS,https://www.hatchbank.com,2026-06-11
339,SANTA BARBARA COUNTY FEDERAL CREDIT UNION,Credit Union,Santa Barbara,https://www.sbcreditunion.com,56299,64748,NO,,—,,—,Single consumer Visa Gold (serviced via EZCardInfo); ~600 card members; no business card,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.sbcreditunion.com/santa-barbara-credit-unions-ezcardinfo-visa-gold,2026-06-11
340,PARISHIONERS FEDERAL CREDIT UNION,Credit Union,Torrance,https://www.parishionersfcu.org/,56292,67162,YES,https://www.parishionersfcu.org/business-cc.php,Not visible,Business Visa (low rate / cash back / flexible rewards options); free employee cards; online expense tools; Zero Fraud Liability,Elan,Search-confirmed creditor/issuer is Elan Financial Services (standard Elan business product suite); site fetch blocked,UNKNOWN,https://www.parishionersfcu.org/business-cc.php,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.parishionersfcu.org/business-cc.php,2026-06-11
341,Bank of Guam,Out-of-state bank with CA branches (SOD),Hagatna,https://bankofguam.com,53145,3142342,YES,https://bankofguam.com/business/spend/business-credit-cards,Not stated,Business Mastercard; 'competitive interest rates and annual fees' - specifics not visible (site returned 503 on direct fetch),SELF,Self-issued on FIS rails: eZCard/ezcardinfo 24/7 support line 1-866-604-0380 per BOG business banking guide; no Elan/TCM markers,UNKNOWN,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://bankofguam.com/business/spend/business-credit-cards | https://mcompany.cld.bz/Bank-of-Guam-Business-Online-Banking-User-Guide,2026-06-11
342,INLAND VALLEY FEDERAL CREDIT UNION,Credit Union,Fontana,https://www.ivfcu.org,49524,54344,NO,,—,Single personal MasterCard credit card; no business banking on site,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.ivfcu.org/,2026-06-11
343,MOKELUMNE FEDERAL CREDIT UNION,Credit Union,Lodi,https://www.mokelumnefcu.com,48571,58081,YES,https://www.mokelumnefcu.com/loans-services/elan-visa,UNCLEAR,Elan agent program incl. business card options (low rate / cash back / flexible rewards); free employee cards,Elan,Site card page is 'Elan Visa Credit Cards'; Elan stated as creditor/issuer,Online,https://www.mokelumnefcu.com/loans-services/elan-visa,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.mokelumnefcu.com/loans-services/elan-visa,2026-06-11
344,HUNTINGTON BEACH CREDIT UNION,Credit Union,Huntington Beac,https://www.huntingtonbeachcu.org,48390,55824,NO,,—,Personal Visa Coastal Rewards (15.90%) and Surf Wave (11.90%) only; serviced via eZCard/ScoreCard,—,eZCard portal + ScoreCard rewards on personal cards [raw: N/A (personal serviced via eZCard/FIS)],N/A,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.huntingtonbeachcu.org/loan-center/visa-credit-cards/,2026-06-11
345,BOPTI FEDERAL CREDIT UNION,Credit Union,San Pedro,https://boptifcu.com,48291,64385,NO,,—,No credit cards advertised at all; savings/checking/auto/personal loans only,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://boptifcu.com/,2026-06-11
346,JACOM CREDIT UNION,Credit Union,Los Angeles,https://jacomcu.org,46656,54866,NO,,—,,—,Consumer Visa debit/credit only (Japanese American Community CU); no business banking,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://jacomcu.org/,2026-06-11
347,ASIAN PACIFIC NATIONAL BANK,Bank,San Gabriel,https://www.asianpacificbank.com,45286,57005,NO,,—,Deposits + CRE/construction/business/auto loans; no credit card (or even debit/prepaid) mentioned on live homepage,—,n/a — no card,n/a,,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS (no credit card),https://www.asianpacificbank.com/,2026-06-11
348,DOW GREAT WESTERN CREDIT UNION,Credit Union,Antioch,https://dowcu.org/,45164,48188,NO,,—,Consumer fixed-rate cards only on credit-cards page; businesses may join but no business card product,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://dowcu.org/credit-cards/,2026-06-11
349,U.P.S. EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Ontario,https://upscreditunion.org,44846,48924,NO,,—,UPS-employee SEG; consumer products only; no business accounts/cards in nav,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://upscreditunion.org/,2026-06-11
350,UNITED CATHOLICS FEDERAL CREDIT UNION,Credit Union,Covina,https://www.unitedcatholicsfcu.org,44783,50035,NO,,—,"Business/non-profit checking offered but cards are consumer only (Visa Rewards up to 1% cash back as low as 9.80% APR, Visa Classic); no business credit card",—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.unitedcatholicsfcu.org/,2026-06-11
351,L. A. ELECTRICAL WORKERS CREDIT UN. CREDIT UNION,Credit Union,Pasadena,https://www.laewcu.com,44078,53963,NO,,—,Consumer shares/loans only; no credit card or business products in nav,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.laewcu.com/,2026-06-11
352,CENTRAL VALLEY FIREFIGHTERS CREDIT UNION,Credit Union,Fresno,https://cvfirecu.org,42924,49933,NO,,—,Personal Visa Classic and Visa Platinum (fixed rate) only; occupational CU for fire service,—,[raw: N/A],N/A,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://cvfirecu.org/loans/credit-cards/,2026-06-11
353,SILVERADO CREDIT UNION,Credit Union,Angwin,https://www.silveradocu.com,42589,48598,NO,,—,Consumer VISA credit/ATM card only; no business banking,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.silveradocu.com/,2026-06-11
354,FRESNO POLICE DEPARTMENT CREDIT UNION,Credit Union,Fresno,https://fpdcu.org,38001,50082,NO,,—,,—,Consumer Visa Classic/Platinum/Secured only (police membership); no business accounts,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://fpdcu.org/Loans/,2026-06-11
355,ALTOS BANK,Bank,Los Altos,https://www.altosbank.com,37394,57456,NO,—,—,Live site (digital-first de novo): business/personal deposits + CDs + lending solutions + Debit Card Services; NO credit card product,—,Live homepage/product crawl: no credit card mention [raw: None],No,—,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS,https://www.altosbank.com,2026-06-11
356,CALIFORNIA ADVENTIST FEDERAL CREDIT UNION,Credit Union,Glendale,https://www.cafcu.net/,36824,46063,YES,https://www.cafcu.net/visa,Not visible,Two Visa options - personal (low rate no annual fee) and business (rewards/rebates for company expenses); rates not published in search,UNKNOWN,Site fetch blocked; PDF application form on legacy portal suggests in-house processing but unconfirmed,Branch,https://www.cafcu.net/forms (PDF application),—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.cafcu.net/visa; https://www.cafcu.net/businessservices,2026-06-11
357,ORGANIZED LABOR CREDIT UNION,Credit Union,Modesto,https://organizedlaborcu.org,36457,40538,NO,,—,$40M union-member CU; consumer loans/savings/cards only per search profiles; site did not render content on fetch; no business card found anywhere,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://organizedlaborcu.org/ | https://www.linkedin.com/company/organized-labor-credit-union,2026-06-11
358,DIABLO VALLEY FEDERAL CREDIT UNION,Credit Union,Concord,https://diablovalleyfcu.org,35751,40080,NO,,—,Personal Visa Platinum w/ uChoose Rewards only; no business banking section,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://diablovalleyfcu.org/,2026-06-11
359,BEFIT FINANCIAL FEDERAL CREDIT UNION,Credit Union,Vacaville,https://www.bffcu.org,35108,39342,NO,,—,Consumer Visa credit card only (healthcare-worker FOM); no business accounts/card,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.bffcu.org/,2026-06-11
360,GOLDEN VALLEY FEDERAL CREDIT UNION,Credit Union,Manteca,https://goldenvalleyfcu.org,34733,39417,NO,,—,Consumer Visa credit card only; auto/home/consumer loans + share draft/savings/IRA; NO business banking or business cards at all,—,goldenvalleyfcu.org shows consumer Visa only; no business services anywhere on site [raw: N/M],N/M,,N/M,N/M,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),"LIVE-CONTRADICTS (TWIN ERROR in prior: prior used goldenvalley.bank = Golden Valley BANK, Chico CA — a different institution whose Elan business cards were wrongly attributed to this Manteca credit union; the real GVFCU site goldenvalleyfcu.org has consumer Visa only, no business card) | TWIN: FAILED in prior / corrected: GVFCU Manteca = goldenvalleyfcu.org; goldenvalley.bank = Golden Valley Bank Chico (separate FDIC bank)",https://goldenvalleyfcu.org/ | https://www.yelp.com/biz/golden-valley-federal-credit-union-manteca,2026-06-11
361,FOX FEDERAL CREDIT UNION,Credit Union,Los Angeles,https://www.foxcredit.org,34502,38149,NO,,—,Personal VISA only; occupational CU (ex-20th Century Fox); no business card found,—,[raw: N/A],N/A,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.foxcredit.org/,2026-06-11
